character,record_type,record_subtype,name,activation_requirement,stack_limit,cp_cost,die_face,rules_text,character_form,potion_slot_limit,summon_cost,companion_limit,unearth_corpse_value,companion_activation_limit,ace_charge_slot_limit
Headless Horseman,Unique Card,Roll Phase Action,Spirited Reprisal!,,,1,,"Play only after being Attacked. If you have the Haunted Head, prevent 3 incoming dmg.",All Forms,,,,,,
Headless Horseman,Unique Card,Instant Action,Rolling Pumpkin!,,,0,,Move the Haunted Head to a chosen player.,All Forms,,,,,,
Headless Horseman,Unique Card,Roll Phase Action,Thundering Hooves!,,,1,,Spend up to 3 CP. Then gain 1 Grim Pursuit per CP spent.,All Forms,,,,,,
Necromancer,Companion,Companion Rules,Undead,,,,,"Summoning Undead: • Undead are Summoned by spending Corpses during your Main Phase. • Whenever an Undead is Summoned, place it on your Hero Board. • You cannot Summon more Undead than the Limits noted below. Activating Undead: • Each Summoned Undead has an ability that can be activated once per turn. • At the conclusion of your Roll Phase, roll 1 [die] for each Undead that was activated; roll all of these dice simultaneously. For every [bones] rolled, remove one Undead of your choosing.",All Forms,,,,,,
Necromancer,Companion,Undead Companion,Skeletal Warrior,,,,,Bone Spear: Add 1 dmg. Attack Modifier.,All Forms,,2,3,,,
Necromancer,Companion,Undead Companion,Skeletal Mage,,,,,Only one of these abilities may be activated per turn: • Withering: Inflict Decrep-ify. Attack Modifier. • Scything Touch: Steal 1 Health; can only be used if you activated 3 Skeletal Warriors this turn. Attack Modifier.,All Forms,,3,1,,,
Necromancer,Companion,Undead Companion,Bone Golem,,,,,"Bone Spur: Add 2 dmg. Attack Modifier. Bone Spikes: When being Attacked, remove Bone Golem to deal 2 dmg and prevent 2 dmg without rolling a die for activating the ability.",All Forms,,6,1,,,
Necromancer,Resource,Dial,Corpse,,10,,,Corpses are a unique resource that may be spent for a variety of effects during your Main Phase: • 2 Corpses: Summon Skeletal Warrior. • 3 Corpses: Summon Skeletal Mage. • 6 Corpses: Summon Bone Golem. • 10 Corpses: Gain Resurrect.,All Forms,,,,,,
Necromancer,Passive Card,Hero Board Mechanic,Unearth,Passive; Upkeep Phase,,,,"During your Upkeep Phase, you must move this card to cover a different Offensive Ability on your Hero Board. After moving this card, gain the number of Corpses noted in the upper-right corner of the covered Ability. While an ability is covered, it cannot be activated. HERO SETUP — Cover your Black Shroud ability with your Unearth card. Set your Corpse Dial to 0.",All Forms,,,,,,
Necromancer,Status Effect,Negative Status Effect,Decrep-ify,,1,,,"Roll Attempts and Attacks become weaker: During their next Offensive Roll Phase, a player afflicted with this token may only re-roll a maximum of 2 dice when performing any Roll Attempt after their first Roll Attempt. Additionally, reduce any Attack dmg by 1. Attack Modifier. At the conclusion of the Roll Phase, remove this token.",All Forms,,,,,,
Necromancer,Status Effect,Unique Status Effect,Resurrect,,1,,,"Instead of being defeated, become a lifeless husk of your former self: The next time a player or team with this token would have their health reduced to 0, instead remove this token and set their health to 5. That player or team can no longer gain or spend CP. Additionally, if that player or team has any cards, they must discard them all and can no longer draw cards for the remainder of the game. This token may not be removed or transferred by any other means.",All Forms,,,,,,
Necromancer,Character Die,Die Symbol,Scythe,,,,1; 2; 3,Scythe.,All Forms,,,,,,
Necromancer,Character Die,Die Symbol,Bones,,,,4; 5,Bones.,All Forms,,,,,,
Necromancer,Character Die,Die Symbol,Soul,,,,6,Soul.,All Forms,,,,,,
Necromancer,Hero Board Ability,Offensive Ability,Shear,[scythe] ×3 / [scythe] ×4 / [scythe] ×5,,,,[scythe] ×3: Deal 3 dmg. [scythe] ×4: Deal 4 dmg. [scythe] ×5: Deal 5 dmg.,All Forms,,,,2,,
Necromancer,Hero Board Ability,Offensive Ability,Reanimate,[bones] ×3 / [bones] ×5,,,,[bones] ×3: Gain 3 Corpses. [bones] ×5: Gain 4 Corpses. Then you may immediately spend Corpses. Any Undead Summoned in this way cost 1 less Corpse.,All Forms,,,,2,,
Necromancer,Hero Board Ability,Offensive Ability,Blight,Small Straight / Large Straight,,,,Small Straight: Gain 1 Corpse. Deal 5 dmg. Large Straight: Gain 2 Corpses. Inflict Decrep-ify. Deal 7 dmg.,All Forms,,,,2,,
Necromancer,Hero Board Ability,Offensive Ability,Black Shroud,[soul] ×4,,,,Choose one: Summon any one Undead; or gain 3 Corpses. Then deal 4 undefendable dmg.,All Forms,,,,3,,
Necromancer,Hero Board Ability,Offensive Ability,Harvest,[scythe] ×3 + [soul] ×1,,,,"Gain 1 Corpse and roll 1 [die]: On [scythe], deal 4 dmg. On [bones], gain 3 Corpses and draw 1. On [soul], gain 1 Corpse. Then immediately begin an additional Offensive Roll Phase.",All Forms,,,,2,,
Necromancer,Hero Board Ability,Offensive Ability,Corpse Explosion,[scythe] ×1 + [bones] ×1 + [soul] ×2,,,,"Deal 4 dmg and spend up to 3 Corpses to roll 1 [die] for each Corpse spent: Add 1 × [scythe] dmg. Add 2 × [bones] dmg. On [soul], this Attack becomes undefendable.",All Forms,,,,2,,
Necromancer,Hero Board Ability,Offensive Ability,Deadman's Party,[bones] ×3 + [soul] ×2,,,,Deal 6 dmg. You do not have to roll [dice] for any Undead activated this turn.,All Forms,,,,2,,
Necromancer,Hero Board Ability,Defensive Ability,Resist Death,Defense Roll 4 [dice],,,,"Gain 1 × [bones] Corpses. On [soul], Steal 1 Health.",All Forms,,,,,,
Necromancer,Hero Board Ability,Ultimate Ability,Necro-Dancer!,[soul] ×5,,,,"Gain Resurrect. Inflict Decrep-ify. Then deal 10 dmg. You do not have to roll [dice] for any Undead activated this turn. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Necromancer,Unique Card,Main Phase Action,Death Manual!,,,2,,Summon up to two Skeletal Warriors.,All Forms,,,,,,
Necromancer,Unique Card,Main Phase Action,Go Go Golem!,,,3,,Summon Bone Golem.,All Forms,,,,,,
Necromancer,Unique Card,Main Phase Action,Bone Appétit!,,,1,,"Roll 1 [die]: On [scythe], gain 2 Corpses. On [bones], draw 2. On [soul], inflict Decrep-ify and Steal 1 Health from a chosen opponent.",All Forms,,,,,,
Necromancer,Unique Card,Roll Phase Action,Sturdy Bones!,,,2,,Play only after rolling dice for each Undead that was activated. You may re-roll up to three dice; they can be the same die or different dice in any order.,All Forms,,,,,,
Necromancer,Unique Card,Roll Phase Action,Bone Armor!,,,1,,Play only after being Attacked. Remove up to two Undead. Then prevent 2 dmg per Undead removed.,All Forms,,,,,,
Necromancer,Unique Card,Roll Phase Action,Dead-ly Shrapnel!,,,0,,Play only after being Attacked. Remove one Skeletal Mage to deal 3 dmg.,All Forms,,,,,,
Necromancer,Unique Card,Instant Action,Fractured Magic!,,,2,,Summon Skeletal Mage.,All Forms,,,,,,
Necromancer,Unique Card,Hero Upgrade,Deadman's Party II / Creeper,Deadman's Party II: [bones] ×3 + [soul] ×2; Creeper: [scythe] ×2 + [bones] ×2,,2,,DEADMAN'S PARTY II — Deal 7 dmg. You do not have to roll [dice] for any Undead activated this turn. CREEPER — Inflict Decrep-ify. Deal 3 dmg.,All Forms,,,,3,,
Necromancer,Unique Card,Hero Upgrade,Resist Death II,Defense Roll 5 [dice],,2,,Gain 1 × [bones] Corpses. Steal 1 Health per [soul] rolled.,All Forms,,,,,,
Necromancer,Unique Card,Hero Upgrade,Corpse Explosion II / Disentomb,Corpse Explosion II: [scythe] ×1 + [bones] ×1 + [soul] ×2; Disentomb: [scythe] ×1 + [soul] ×3,,1,,"CORPSE EXPLOSION II — Deal 4 dmg and spend up to 4 Corpses to roll 1 [die] for each Corpse spent: Add 1 × [scythe] dmg. Add 2 × [bones] dmg. On [soul], this Attack becomes undefendable. DISENTOMB — Gain 2 Corpses. Then activate CORPSE EXPLOSION II.",All Forms,,,,3,,
Necromancer,Unique Card,Hero Upgrade,Harvest II,[scythe] ×3 + [soul] ×1,,2,,"Gain 1 Corpse and roll 1 [die]: On [scythe], deal 5 dmg. On [bones], gain 4 Corpses and draw 1. On [soul], gain 1 Corpse. Then immediately begin an additional Offensive Roll Phase.",All Forms,,,,3,,
Necromancer,Unique Card,Hero Upgrade,Reanimate II / Reanimate Mastery,Reanimate II: [bones] ×3; Reanimate Mastery: [bones] ×5,,1,,REANIMATE II — Gain 3 Corpses and 1 CP. Then you may immediately spend Corpses. Any Undead Summoned in this way cost 1 less Corpse. REANIMATE MASTERY — Gain 8 Corpses and 2 CP.,All Forms,,,,3,,
Necromancer,Unique Card,Hero Upgrade,Blight II,Small Straight / Large Straight,,2,,Small Straight: Gain 2 Corpses. Deal 5 dmg. Large Straight: Gain 3 Corpses. Inflict Decrep-ify. Deal 8 dmg.,All Forms,,,,3,,
Necromancer,Unique Card,Hero Upgrade,Shear II,[scythe] ×3 / [scythe] ×4 / [scythe] ×5,,2,,"[scythe] ×3: Deal 4 dmg. [scythe] ×4: Deal 5 dmg. [scythe] ×5: Deal 6 dmg. On 3-of-a-kind (#'s), gain 1 Corpse.",All Forms,,,,3,,
Necromancer,Unique Card,Hero Upgrade,Black Shroud II / Dark Hood,Black Shroud II: [soul] ×4; Dark Hood: [soul] ×3,,2,,BLACK SHROUD II — Summon any one Undead. Gain 3 Corpses. Then deal 4 undefendable dmg. DARK HOOD — Gain 3 Corpses. Draw 1. Then inflict Decrep-ify on up to two chosen opponents.,All Forms,,,,3,,
Cursed Pirate,Status Effect,Unique Status Effect,Cursed Doubloon,,5 (Pirate) / 3 (others),,,"Receive 1 dmg in Upkeep Phase except Pirate: • Any player other than the Pirate afflicted with Cursed Doubloons is dealt 1 dmg per Cursed Doubloon during their Upkeep Phase. • These Persistent tokens may not be moved or removed from any player except as a result of abilities on the Pirate's Hero Board. • Whenever the Pirate would gain a Cursed Doubloon, she may choose not to. • Cursed Doubloon tokens may stack up to 5× on the Pirate and up to 3× on anyone else.",All Forms,,,,,,
Cursed Pirate,Status Effect,Negative Status Effect,Powder Keg,,1,,,"Roll 1 [die] in Upkeep Phase. On 1–2, receive 3 dmg; on 6, pass it to anyone: A player afflicted with this token must roll 1 [die] during their Upkeep Phase. On 1–2, the Keg blows up. On 3–5, nothing happens. On 6, the player afflicted with Powder Keg may transfer the token to a chosen player. Additionally, if a player becomes inflicted with Powder Keg while already inflicted with Powder Keg, the first Keg immediately blows up. When a Keg blows up, remove it and deal 3 as an isolated source of undefendable dmg.",All Forms,,,,,,
Cursed Pirate,Status Effect,Negative Status Effect,Wither,,2,,,"Attacker deals −1 dmg per token: If a player with a Wither token would deal damage as a result of their Offensive Roll Phase, reduce that dmg by 1 per Wither token. Persistent.",All Forms,,,,,,
Cursed Pirate,Status Effect,Negative Status Effect,Parlay,,1,,,"Deal no dmg when Attacking: A player afflicted with Parlay may not deal any damage as a result of their Offensive Roll Phase, although other effects may still apply. At the conclusion of the Roll Phase, remove this token.",All Forms,,,,,,
Cursed Pirate,Character Die,Die Symbol,Cutlass,,,,1; 2; 3,Cutlass.,All Forms,,,,,,
Cursed Pirate,Character Die,Die Symbol,Booty,,,,4; 5,Booty.,All Forms,,,,,,
Cursed Pirate,Character Die,Die Symbol,Skull,,,,6,Skull.,All Forms,,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Cutlass Strike,[cutlass] ×3 / [cutlass] ×4 / [cutlass] ×5,,,,"[cutlass] ×3: Deal 5 dmg. [cutlass] ×4: Deal 6 dmg. [cutlass] ×5: Deal 7 dmg. On 4-of-a-kind (#'s), inflict Powder Keg.",Pirate (Front),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,X Marks the Spot,[booty] ×3,,,,Gain 1 CP and then roll 3 [dice]: Deal 2 × [cutlass] undefendable dmg. Draw 1 × [booty]. Gain 1 × [skull] Cursed Doubloons.,Pirate (Front),,,,,,
Cursed Pirate,Hero Board Ability,Passive Ability,Cursed,Passive; conclusion of turn,,,,"At the conclusion of your turn, remove a Cursed Doubloon. If you don't have any Cursed Doubloons that you can remove, flip your Hero Board over for the remainder of the game.",Pirate (Front),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Walk the Plank,[cutlass] ×1 + [booty] ×2 + [skull] ×1,,,,Choose one: Steal 1 CP; or opponent discards 1 of their choice. Then deal 7 dmg.,Pirate (Front),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Light the Fuse,Small Straight / Large Straight,,,,Small Straight: Inflict Powder Keg. Then deal 7 dmg. Large Straight: Inflict Powder Keg. Then deal 9 dmg.,Pirate (Front),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Black Spot,[skull] ×4,,,,Gain Cursed Doubloon. Inflict Parlay. Deal 7 undefendable dmg.,Pirate (Front),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Shiver Me Timbers,[cutlass] ×1 + [skull] ×3,,,,Deal 7 undefendable dmg. You may remove as many Cursed Doubloons as desired.,Pirate (Front),,,,,,
Cursed Pirate,Hero Board Ability,Defensive Ability,Ahoy Matey,Defense Roll 4 [dice],,,,"Deal 1 × [cutlass] dmg. Gain 1 CP × [booty]. Prevent 2 × [skull] dmg. On [cutlass] [cutlass] [skull], gain Cursed Doubloon.",Pirate (Front),,,,,,
Cursed Pirate,Hero Board Ability,Ultimate Ability,Pirate's Touch!,[skull] ×5,,,,"Deal 12 dmg. Gain 2 Cursed Doubloons. Inflict Parlay and Powder Keg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",Pirate (Front),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Soul Cutlass,[cutlass] ×3 / [cutlass] ×4 / [cutlass] ×5,,,,"[cutlass] ×3: Deal 6 dmg. [cutlass] ×4: Deal 7 dmg. [cutlass] ×5: Deal 9 dmg. On 3-of-a-kind (#'s), inflict Powder Keg.",Cursed Pirate (Back),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Dread Mark,[booty] ×3,,,,Gain 2 CP and then roll 4 [dice]: Deal 2 × [cutlass] undefendable dmg. Draw 1 × [booty]. Inflict 1 × [skull] Cursed Doubloons.,Cursed Pirate (Back),,,,,,
Cursed Pirate,Hero Board Ability,Passive Ability,Cursed,Passive; Upkeep Phase,,,,"During your Upkeep Phase, receive 4 dmg; this damage cannot be reduced or prevented in any way. If an opponent's Offensive Roll Phase does not result in an Attack, they are inflicted with Powder Keg.",Cursed Pirate (Back),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Abyssal Walk,[cutlass] ×1 + [booty] ×2 + [skull] ×1,,,,Steal 1 CP. Opponent discards 1 of their choice. Inflict Wither. Then deal 8 dmg.,Cursed Pirate (Back),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Thar She Blows,Small Straight / Large Straight,,,,Small Straight: Inflict Wither and Powder Keg. Then deal 7 dmg. Large Straight: Inflict Wither and Powder Keg. Then deal 10 dmg.,Cursed Pirate (Back),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,Black Soul,[skull] ×4,,,,"Inflict Parlay, Powder Keg, and Wither. Then deal 8 undefendable dmg.",Cursed Pirate (Back),,,,,,
Cursed Pirate,Hero Board Ability,Offensive Ability,The Shivering,[cutlass] ×1 + [skull] ×3,,,,Deal 8 undefendable dmg. Add 1 dmg for each Cursed Doubloon that opponents are inflicted with.,Cursed Pirate (Back),,,,,,
Cursed Pirate,Hero Board Ability,Defensive Ability,Avast Ye,Defense Roll 5 [dice],,,,"Deal 1 × [cutlass] dmg. Gain 1 CP × [booty]. Prevent 2 × [skull] dmg. On [cutlass] [cutlass] [skull], inflict Cursed Doubloon.",Cursed Pirate (Back),,,,,,
Cursed Pirate,Hero Board Ability,Ultimate Ability,Cursed Touch!,[skull] ×5,,,,"Deal 13 dmg. Inflict Parlay, Cursed Doubloon, and Wither. Additionally, inflict Powder Keg on up to two chosen opponents. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",Cursed Pirate (Back),,,,,,
Cursed Pirate,Unique Card,Roll Phase Action (Attack Modifier),Shark Bait!,,,1,,Add 2 to your Attack dmg.,All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,Crow's Nest!,,,1,,"Choose an opponent and roll 1 [die]: On [cutlass], examine their hand. On [booty], they discard 1 of their choosing. On [skull], they discard 1 randomly.",All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,Truce!,,,3,,Inflict Parlay on a chosen opponent.,All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,Scurvy!,,,2,,Receive 1 dmg. Then inflict Wither on a chosen opponent.,All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,High Stakes!,,,2,,"Roll 2 [dice]. On [skull], draw 2 and gain 2 CP.",All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,Swashbuckle!,,,2,,"Roll 1 [die]: On [cutlass], deal 2 dmg to a chosen opponent. On [booty], draw 2. On [skull], inflict Powder Keg on a chosen opponent.",All Forms,,,,,,
Cursed Pirate,Unique Card,Instant Action,Batten Down!,,,4,,"If you have any cards, discard them. Then draw 4.",All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,Feed the Fish!,,,3,,Inflict Powder Keg on up to 3 different opponents.,All Forms,,,,,,
Cursed Pirate,Unique Card,Instant Action,Cursed Cards!,,,0,,Choose one: Draw 1; or receive 2 dmg and draw 2; or receive 4 dmg and draw 3.,All Forms,,,,,,
Cursed Pirate,Unique Card,Roll Phase Action (Attack Modifier),Run Ya Through!,,,2,,"Roll 5 [dice]: Add 1 × [cutlass] to the total dmg. If at least 3 dmg was added, inflict Powder Keg.",All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,Yo Ho!,,,2,,"Inflict Powder Keg on a chosen opponent. Alternatively, that opponent may choose to roll 1 [die] instead: On 1–2, nothing happens. On 3–6, they are inflicted with Powder Keg and Wither.",All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,Light It Up!,,,2,,Inflict Powder Keg on a chosen opponent.,All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,Pirate's Life!,,,1,,"Gain 1 Cursed Doubloon. If your board has been flipped, Heal 3 instead.",All Forms,,,,,,
Cursed Pirate,Unique Card,Main Phase Action,Pillage!,,,0,,Steal 1 CP from a chosen opponent.,All Forms,,,,,,
Cursed Pirate,Unique Card,Roll Phase Action,Ransom!,,,1,,Select one of your opponent's dice. They must pay you 2 CP or else re-roll that die.,All Forms,,,,,,
Gunslinger,Status Effect,Positive Status Effect,Evasive,,3,,,"Spend & roll 1–2 to dodge an Attack: When a player with Evasive receives damage, they may choose to spend this token. If spent, roll 1 [die]. If the outcome is 1–2, no damage is received (although other associated effects may still apply). Multiple Evasive tokens may be spent in an attempt to prevent the same source of damage.",All Forms,,,,,,
Gunslinger,Status Effect,Positive Status Effect,Reload,,2,,,"Spend & add ½ of 1 [die] to Attack dmg: If a player concludes their Offensive Roll Phase with an Attack, they may spend this token. If spent, roll 1 [die] and add ½ the Value as dmg (rounded up). Attack Modifier.",All Forms,,,,,,
